window_id	chrom	start	end	split	h3k27ac_npz_path	h3k27ac_known_frac	h3k27ac_methylated_frac_known	h3k27ac_n_reads_used	h3k27me3_npz_path	h3k27me3_known_frac	h3k27me3_methylated_frac_known	h3k27me3_n_reads_used	h3k4me3_npz_path	h3k4me3_known_frac	h3k4me3_methylated_frac_known	h3k4me3_n_reads_used
chr6:163000000-164000000	chr6	163000000	164000000	train	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27ac_C/h3k27ac_C_labels/chr6_163000000_164000000.npz	0.191983	0.000021	4554	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27me3_C/h3k27me3_C_labels/chr6_163000000_164000000.npz	0.199710	0.000000	4691	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k4me3_C/h3k4me3_C_labels/chr6_163000000_164000000.npz	0.198985	0.000000	4564
chr6:164000000-165000000	chr6	164000000	165000000	train	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27ac_C/h3k27ac_C_labels/chr6_164000000_165000000.npz	0.185866	0.000032	4536	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27me3_C/h3k27me3_C_labels/chr6_164000000_165000000.npz	0.195651	0.000026	4471	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k4me3_C/h3k4me3_C_labels/chr6_164000000_165000000.npz	0.194912	0.000015	4737
chr6:165000000-166000000	chr6	165000000	166000000	train	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27ac_C/h3k27ac_C_labels/chr6_165000000_166000000.npz	0.187592	0.000059	4483	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27me3_C/h3k27me3_C_labels/chr6_165000000_166000000.npz	0.195373	0.000000	4539	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k4me3_C/h3k4me3_C_labels/chr6_165000000_166000000.npz	0.194525	0.000000	4603
chr6:166000000-167000000	chr6	166000000	167000000	train	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27ac_C/h3k27ac_C_labels/chr6_166000000_167000000.npz	0.188290	0.000005	4391	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27me3_C/h3k27me3_C_labels/chr6_166000000_167000000.npz	0.192940	0.000010	4535	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k4me3_C/h3k4me3_C_labels/chr6_166000000_167000000.npz	0.192466	0.000016	4642
chr6:167000000-168000000	chr6	167000000	168000000	train	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27ac_C/h3k27ac_C_labels/chr6_167000000_168000000.npz	0.204195	0.000083	4607	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27me3_C/h3k27me3_C_labels/chr6_167000000_168000000.npz	0.218040	0.000005	4710	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k4me3_C/h3k4me3_C_labels/chr6_167000000_168000000.npz	0.216397	0.000000	4624
chr6:168000000-169000000	chr6	168000000	169000000	train	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27ac_C/h3k27ac_C_labels/chr6_168000000_169000000.npz	0.214234	0.000061	4488	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27me3_C/h3k27me3_C_labels/chr6_168000000_169000000.npz	0.228824	0.000000	4568	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k4me3_C/h3k4me3_C_labels/chr6_168000000_169000000.npz	0.226211	0.000018	4855
chr6:169000000-170000000	chr6	169000000	170000000	train	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27ac_C/h3k27ac_C_labels/chr6_169000000_170000000.npz	0.216241	0.000097	4167	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27me3_C/h3k27me3_C_labels/chr6_169000000_170000000.npz	0.229949	0.000017	4426	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k4me3_C/h3k4me3_C_labels/chr6_169000000_170000000.npz	0.228315	0.000079	4489
chr6:17000000-18000000	chr6	17000000	18000000	train	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27ac_C/h3k27ac_C_labels/chr6_17000000_18000000.npz	0.195596	0.000097	4491	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27me3_C/h3k27me3_C_labels/chr6_17000000_18000000.npz	0.208477	0.000000	4593	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k4me3_C/h3k4me3_C_labels/chr6_17000000_18000000.npz	0.206043	0.000087	4670
chr6:170000000-171000000	chr6	170000000	171000000	train	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27ac_C/h3k27ac_C_labels/chr6_170000000_171000000.npz	0.207663	0.000010	4259	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27me3_C/h3k27me3_C_labels/chr6_170000000_171000000.npz	0.216761	0.000000	4322	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k4me3_C/h3k4me3_C_labels/chr6_170000000_171000000.npz	0.215104	0.000014	4423
chr6:171000000-172000000	chr6	171000000	172000000	train	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27ac_C/h3k27ac_C_labels/chr6_171000000_172000000.npz	0.214635	0.000130	4191	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27me3_C/h3k27me3_C_labels/chr6_171000000_172000000.npz	0.232085	0.000004	4344	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k4me3_C/h3k4me3_C_labels/chr6_171000000_172000000.npz	0.230112	0.000013	4387
chr6:18000000-19000000	chr6	18000000	19000000	train	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27ac_C/h3k27ac_C_labels/chr6_18000000_19000000.npz	0.181489	0.000022	4552	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27me3_C/h3k27me3_C_labels/chr6_18000000_19000000.npz	0.188284	0.000000	4769	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k4me3_C/h3k4me3_C_labels/chr6_18000000_19000000.npz	0.187494	0.000000	4817
chr6:19000000-20000000	chr6	19000000	20000000	train	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27ac_C/h3k27ac_C_labels/chr6_19000000_20000000.npz	0.194014	0.000010	4398	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27me3_C/h3k27me3_C_labels/chr6_19000000_20000000.npz	0.198556	0.000000	4450	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k4me3_C/h3k4me3_C_labels/chr6_19000000_20000000.npz	0.198107	0.000000	4657
chr6:2000000-3000000	chr6	2000000	3000000	train	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27ac_C/h3k27ac_C_labels/chr6_2000000_3000000.npz	0.199860	0.000120	4580	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27me3_C/h3k27me3_C_labels/chr6_2000000_3000000.npz	0.212588	0.000014	4877	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k4me3_C/h3k4me3_C_labels/chr6_2000000_3000000.npz	0.210883	0.000014	4946
chr6:20000000-21000000	chr6	20000000	21000000	train	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27ac_C/h3k27ac_C_labels/chr6_20000000_21000000.npz	0.178014	0.000242	4611	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27me3_C/h3k27me3_C_labels/chr6_20000000_21000000.npz	0.191306	0.000042	4843	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k4me3_C/h3k4me3_C_labels/chr6_20000000_21000000.npz	0.190481	0.000031	4779
chr6:21000000-22000000	chr6	21000000	22000000	train	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27ac_C/h3k27ac_C_labels/chr6_21000000_22000000.npz	0.188313	0.000069	4492	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27me3_C/h3k27me3_C_labels/chr6_21000000_22000000.npz	0.200459	0.000000	4711	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k4me3_C/h3k4me3_C_labels/chr6_21000000_22000000.npz	0.198548	0.000025	4553
chr6:22000000-23000000	chr6	22000000	23000000	train	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27ac_C/h3k27ac_C_labels/chr6_22000000_23000000.npz	0.175888	0.000011	4372	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27me3_C/h3k27me3_C_labels/chr6_22000000_23000000.npz	0.183091	0.000000	4719	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k4me3_C/h3k4me3_C_labels/chr6_22000000_23000000.npz	0.182600	0.000000	4789
chr6:23000000-24000000	chr6	23000000	24000000	train	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27ac_C/h3k27ac_C_labels/chr6_23000000_24000000.npz	0.183197	0.000011	4510	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27me3_C/h3k27me3_C_labels/chr6_23000000_24000000.npz	0.187663	0.000000	4644	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k4me3_C/h3k4me3_C_labels/chr6_23000000_24000000.npz	0.187257	0.000000	4813
chr6:24000000-25000000	chr6	24000000	25000000	train	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27ac_C/h3k27ac_C_labels/chr6_24000000_25000000.npz	0.191619	0.000063	4906	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27me3_C/h3k27me3_C_labels/chr6_24000000_25000000.npz	0.201413	0.000000	4923	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k4me3_C/h3k4me3_C_labels/chr6_24000000_25000000.npz	0.199988	0.000025	5055
chr6:25000000-26000000	chr6	25000000	26000000	train	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27ac_C/h3k27ac_C_labels/chr6_25000000_26000000.npz	0.185588	0.000043	4787	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27me3_C/h3k27me3_C_labels/chr6_25000000_26000000.npz	0.193160	0.000026	5077	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k4me3_C/h3k4me3_C_labels/chr6_25000000_26000000.npz	0.192306	0.000010	5066
chr6:26000000-27000000	chr6	26000000	27000000	train	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27ac_C/h3k27ac_C_labels/chr6_26000000_27000000.npz	0.190606	0.000115	4902	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27me3_C/h3k27me3_C_labels/chr6_26000000_27000000.npz	0.201482	0.000000	4959	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k4me3_C/h3k4me3_C_labels/chr6_26000000_27000000.npz	0.199598	0.000045	4995
chr6:27000000-28000000	chr6	27000000	28000000	train	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27ac_C/h3k27ac_C_labels/chr6_27000000_28000000.npz	0.188393	0.000212	4771	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27me3_C/h3k27me3_C_labels/chr6_27000000_28000000.npz	0.201652	0.000030	4716	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k4me3_C/h3k4me3_C_labels/chr6_27000000_28000000.npz	0.200864	0.000005	5008
chr6:28000000-29000000	chr6	28000000	29000000	train	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27ac_C/h3k27ac_C_labels/chr6_28000000_29000000.npz	0.190715	0.000031	4725	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27me3_C/h3k27me3_C_labels/chr6_28000000_29000000.npz	0.199070	0.000000	4825	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k4me3_C/h3k4me3_C_labels/chr6_28000000_29000000.npz	0.197403	0.000020	4917
chr6:29000000-30000000	chr6	29000000	30000000	train	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27ac_C/h3k27ac_C_labels/chr6_29000000_30000000.npz	0.199531	0.000005	4754	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27me3_C/h3k27me3_C_labels/chr6_29000000_30000000.npz	0.210357	0.000000	4893	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k4me3_C/h3k4me3_C_labels/chr6_29000000_30000000.npz	0.209109	0.000029	5027
chr6:3000000-4000000	chr6	3000000	4000000	train	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27ac_C/h3k27ac_C_labels/chr6_3000000_4000000.npz	0.210760	0.000114	4741	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27me3_C/h3k27me3_C_labels/chr6_3000000_4000000.npz	0.222224	0.000000	4758	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k4me3_C/h3k4me3_C_labels/chr6_3000000_4000000.npz	0.219425	0.000018	4883
chr6:30000000-31000000	chr6	30000000	31000000	train	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27ac_C/h3k27ac_C_labels/chr6_30000000_31000000.npz	0.212561	0.000231	4770	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27me3_C/h3k27me3_C_labels/chr6_30000000_31000000.npz	0.227310	0.000004	4953	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k4me3_C/h3k4me3_C_labels/chr6_30000000_31000000.npz	0.226187	0.000004	5036
chr6:31000000-32000000	chr6	31000000	32000000	train	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27ac_C/h3k27ac_C_labels/chr6_31000000_32000000.npz	0.221298	0.000140	4734	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27me3_C/h3k27me3_C_labels/chr6_31000000_32000000.npz	0.240338	0.000012	4918	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k4me3_C/h3k4me3_C_labels/chr6_31000000_32000000.npz	0.239243	0.000021	4977
chr6:32000000-33000000	chr6	32000000	33000000	train	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27ac_C/h3k27ac_C_labels/chr6_32000000_33000000.npz	0.197468	0.000020	4900	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27me3_C/h3k27me3_C_labels/chr6_32000000_33000000.npz	0.207216	0.000000	5127	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k4me3_C/h3k4me3_C_labels/chr6_32000000_33000000.npz	0.205955	0.000000	5285
chr6:33000000-34000000	chr6	33000000	34000000	train	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27ac_C/h3k27ac_C_labels/chr6_33000000_34000000.npz	0.239081	0.000238	4556	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27me3_C/h3k27me3_C_labels/chr6_33000000_34000000.npz	0.255196	0.000004	4699	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k4me3_C/h3k4me3_C_labels/chr6_33000000_34000000.npz	0.252711	0.000020	4728
chr6:34000000-35000000	chr6	34000000	35000000	train	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27ac_C/h3k27ac_C_labels/chr6_34000000_35000000.npz	0.208853	0.000101	4519	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27me3_C/h3k27me3_C_labels/chr6_34000000_35000000.npz	0.220975	0.000081	4840	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k4me3_C/h3k4me3_C_labels/chr6_34000000_35000000.npz	0.220173	0.000068	4784
chr6:35000000-36000000	chr6	35000000	36000000	train	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27ac_C/h3k27ac_C_labels/chr6_35000000_36000000.npz	0.209216	0.000038	4730	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27me3_C/h3k27me3_C_labels/chr6_35000000_36000000.npz	0.220180	0.000018	4782	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k4me3_C/h3k4me3_C_labels/chr6_35000000_36000000.npz	0.218885	0.000023	4990
chr6:36000000-37000000	chr6	36000000	37000000	train	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27ac_C/h3k27ac_C_labels/chr6_36000000_37000000.npz	0.220830	0.000068	4726	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27me3_C/h3k27me3_C_labels/chr6_36000000_37000000.npz	0.230888	0.000017	4815	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k4me3_C/h3k4me3_C_labels/chr6_36000000_37000000.npz	0.229731	0.000030	5055
chr6:37000000-38000000	chr6	37000000	38000000	train	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27ac_C/h3k27ac_C_labels/chr6_37000000_38000000.npz	0.201423	0.000045	4683	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27me3_C/h3k27me3_C_labels/chr6_37000000_38000000.npz	0.213510	0.000005	4926	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k4me3_C/h3k4me3_C_labels/chr6_37000000_38000000.npz	0.211411	0.000080	4934
chr6:38000000-39000000	chr6	38000000	39000000	train	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27ac_C/h3k27ac_C_labels/chr6_38000000_39000000.npz	0.194371	0.000051	4731	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27me3_C/h3k27me3_C_labels/chr6_38000000_39000000.npz	0.202335	0.000000	4925	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k4me3_C/h3k4me3_C_labels/chr6_38000000_39000000.npz	0.201239	0.000005	4963
chr6:39000000-40000000	chr6	39000000	40000000	train	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27ac_C/h3k27ac_C_labels/chr6_39000000_40000000.npz	0.212072	0.000009	4358	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27me3_C/h3k27me3_C_labels/chr6_39000000_40000000.npz	0.216833	0.000000	4596	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k4me3_C/h3k4me3_C_labels/chr6_39000000_40000000.npz	0.215888	0.000005	4726
chr6:4000000-5000000	chr6	4000000	5000000	train	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27ac_C/h3k27ac_C_labels/chr6_4000000_5000000.npz	0.201628	0.000074	4517	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27me3_C/h3k27me3_C_labels/chr6_4000000_5000000.npz	0.212157	0.000014	4612	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k4me3_C/h3k4me3_C_labels/chr6_4000000_5000000.npz	0.210514	0.000038	4650
chr6:40000000-41000000	chr6	40000000	41000000	train	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27ac_C/h3k27ac_C_labels/chr6_40000000_41000000.npz	0.220051	0.000000	4444	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27me3_C/h3k27me3_C_labels/chr6_40000000_41000000.npz	0.227899	0.000000	4649	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k4me3_C/h3k4me3_C_labels/chr6_40000000_41000000.npz	0.227049	0.000009	4676
chr6:41000000-42000000	chr6	41000000	42000000	train	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27ac_C/h3k27ac_C_labels/chr6_41000000_42000000.npz	0.224131	0.000192	4397	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27me3_C/h3k27me3_C_labels/chr6_41000000_42000000.npz	0.238712	0.000013	4731	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k4me3_C/h3k4me3_C_labels/chr6_41000000_42000000.npz	0.237171	0.000105	4805
chr6:42000000-43000000	chr6	42000000	43000000	train	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27ac_C/h3k27ac_C_labels/chr6_42000000_43000000.npz	0.205479	0.000170	4801	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27me3_C/h3k27me3_C_labels/chr6_42000000_43000000.npz	0.221169	0.000018	4819	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k4me3_C/h3k4me3_C_labels/chr6_42000000_43000000.npz	0.220274	0.000045	4872
chr6:43000000-44000000	chr6	43000000	44000000	train	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27ac_C/h3k27ac_C_labels/chr6_43000000_44000000.npz	0.227701	0.000013	4567	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27me3_C/h3k27me3_C_labels/chr6_43000000_44000000.npz	0.238262	0.000034	4707	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k4me3_C/h3k4me3_C_labels/chr6_43000000_44000000.npz	0.237172	0.000059	4880
chr6:44000000-45000000	chr6	44000000	45000000	train	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27ac_C/h3k27ac_C_labels/chr6_44000000_45000000.npz	0.202910	0.000005	4733	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27me3_C/h3k27me3_C_labels/chr6_44000000_45000000.npz	0.209543	0.000000	4804	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k4me3_C/h3k4me3_C_labels/chr6_44000000_45000000.npz	0.208863	0.000000	5010
chr6:45000000-46000000	chr6	45000000	46000000	train	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27ac_C/h3k27ac_C_labels/chr6_45000000_46000000.npz	0.191249	0.000026	4709	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27me3_C/h3k27me3_C_labels/chr6_45000000_46000000.npz	0.198284	0.000000	4702	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k4me3_C/h3k4me3_C_labels/chr6_45000000_46000000.npz	0.197155	0.000000	4893
chr6:46000000-47000000	chr6	46000000	47000000	train	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27ac_C/h3k27ac_C_labels/chr6_46000000_47000000.npz	0.190436	0.000032	4696	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27me3_C/h3k27me3_C_labels/chr6_46000000_47000000.npz	0.197242	0.000000	4729	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k4me3_C/h3k4me3_C_labels/chr6_46000000_47000000.npz	0.196677	0.000000	5029
