row_idx	read_id	chrom	alignment_start	alignment_end	read_length	window_start	window_end	window_length	is_reverse	mapq	sample	sample_id
1501	f01a817f-6440-47f2-b4df-830a2e01d679	chr16	46382552	46401626	43354	32768	43354	10586	False	60	merged_c1	1
1502	933c4401-bb73-492a-adb5-91d663d4e165	chr16	46382552	46403443	15429	0	15429	15429	False	60	merged_c1	1
1503	ed7c7d61-b779-4bf2-8639-bfb100884762	chr16	46382552	46400856	21132	0	21132	21132	False	60	merged_c1	1
1504	1d164ff5-fe24-428d-8f07-4f852cf607a9	chr16	46382552	46401626	29274	0	29274	29274	False	57	merged_c1	1
1505	870c92f0-c3f7-49c9-ae88-2529e939b8f6	chr16	46382552	46401626	48180	0	32768	32768	False	60	merged_c1	1
1506	870c92f0-c3f7-49c9-ae88-2529e939b8f6	chr16	46382552	46401626	48180	15412	48180	32768	False	60	merged_c1	1
1507	870c92f0-c3f7-49c9-ae88-2529e939b8f6	chr16	46382552	46401626	48180	16384	48180	31796	False	60	merged_c1	1
1508	870c92f0-c3f7-49c9-ae88-2529e939b8f6	chr16	46382552	46401626	48180	32768	48180	15412	False	60	merged_c1	1
1509	0b1fc59f-1f2d-489c-9210-e9587fc555e6	chr16	46382552	46402734	36077	0	32768	32768	False	60	merged_c1	1
1510	0b1fc59f-1f2d-489c-9210-e9587fc555e6	chr16	46382552	46402734	36077	3309	36077	32768	False	60	merged_c1	1
1511	0b1fc59f-1f2d-489c-9210-e9587fc555e6	chr16	46382552	46402734	36077	16384	36077	19693	False	60	merged_c1	1
1512	0b1fc59f-1f2d-489c-9210-e9587fc555e6	chr16	46382552	46402734	36077	32768	36077	3309	False	60	merged_c1	1
1513	5bf7df10-4d7d-4963-954d-184940f2d141	chr16	46382552	46398601	16969	0	16969	16969	False	38	merged_c1	1
1514	0572e1f9-1582-487d-bd0b-245cc2c4d0fa	chr16	46382552	46392067	10638	0	10638	10638	False	60	merged_c1	1
1515	41ee4dd6-6835-4ad0-9553-b4a391f7cede	chr16	46382552	46401626	29082	0	29082	29082	False	60	merged_c1	1
1516	b9e66fc7-9597-4ea6-ab16-ee83eb382f18	chr16	46382552	46401626	34669	0	32768	32768	False	60	merged_c1	1
1517	b9e66fc7-9597-4ea6-ab16-ee83eb382f18	chr16	46382552	46401626	34669	1901	34669	32768	False	60	merged_c1	1
1518	b9e66fc7-9597-4ea6-ab16-ee83eb382f18	chr16	46382552	46401626	34669	16384	34669	18285	False	60	merged_c1	1
1519	b9e66fc7-9597-4ea6-ab16-ee83eb382f18	chr16	46382552	46401626	34669	32768	34669	1901	False	60	merged_c1	1
1520	15be3795-abab-471c-88f8-efdb80afdc31	chr16	46382552	46405690	24011	0	24011	24011	False	60	merged_c1	1
1521	f2316ea6-323d-400d-baa4-4aebff3fc028	chr16	46382552	46392362	18992	0	18992	18992	False	60	merged_c1	1
1522	bcb9d399-3ce1-4704-ad50-2f2defa72430	chr16	46382552	46400884	16660	0	16660	16660	False	60	merged_c1	1
1523	a35d979b-63f0-46cb-9532-472a03e25253	chr16	46382552	46392899	18880	0	18880	18880	False	60	merged_c1	1
1524	feaf6bf8-cc44-4ad7-a6d8-d077685155ff	chr16	46382552	46401626	30389	0	30389	30389	False	60	merged_c1	1
1525	98a7fba6-87b5-4280-8d96-9b086a6697b2	chr16	46382552	46401184	25814	0	25814	25814	False	24	merged_c1	1
1526	e0fb70ca-dc94-4e5d-b499-90ecb6412a12	chr16	46382552	46401626	25168	0	25168	25168	False	54	merged_c1	1
1527	27737b66-46e5-41b8-8b92-30becac47f7d	chr16	46382552	46402905	14442	0	14442	14442	False	54	merged_c1	1
1528	c83a5de5-22fd-4923-b577-f7ed218cda52	chr16	46382552	46402778	17226	0	17226	17226	False	60	merged_c1	1
1529	4fefb55e-080a-45ef-8cac-8051b7717d8d	chr16	46382552	46403914	20016	0	20016	20016	False	60	merged_c1	1
1530	9335c8ec-c6c5-4335-9d72-99ce0b66b417	chr16	46382552	46393605	11820	0	11820	11820	False	25	merged_c1	1
1531	f2433106-aaad-415c-b917-b12d9bee98f9	chr16	46382552	46395221	8450	0	8450	8450	False	60	merged_c1	1
1532	d49f3789-ed7f-428a-8acc-207879bc1025	chr16	46382552	46391681	8766	0	8766	8766	False	60	merged_c1	1
1533	80b2d89b-f946-4a3a-a7a3-61c53e7c8504	chr16	46382552	46401626	47831	0	32768	32768	False	60	merged_c1	1
1534	80b2d89b-f946-4a3a-a7a3-61c53e7c8504	chr16	46382552	46401626	47831	15063	47831	32768	False	60	merged_c1	1
1535	80b2d89b-f946-4a3a-a7a3-61c53e7c8504	chr16	46382552	46401626	47831	16384	47831	31447	False	60	merged_c1	1
1536	80b2d89b-f946-4a3a-a7a3-61c53e7c8504	chr16	46382552	46401626	47831	32768	47831	15063	False	60	merged_c1	1
1537	fdb51c36-37f3-4ff7-8b0b-9c2c547b7b8e	chr16	46382552	46404179	18707	0	18707	18707	False	26	merged_c1	1
1538	be024ecd-5175-4f70-9339-a68ea2ca09b0	chr16	46382552	46402711	21076	0	21076	21076	False	60	merged_c1	1
1539	2b917245-6076-4ba4-a0e5-34cc913ddc03	chr16	46382552	46406289	43005	0	32768	32768	False	28	merged_c1	1
1540	2b917245-6076-4ba4-a0e5-34cc913ddc03	chr16	46382552	46406289	43005	10237	43005	32768	False	28	merged_c1	1
1541	2b917245-6076-4ba4-a0e5-34cc913ddc03	chr16	46382552	46406289	43005	16384	43005	26621	False	28	merged_c1	1
1542	2b917245-6076-4ba4-a0e5-34cc913ddc03	chr16	46382552	46406289	43005	32768	43005	10237	False	28	merged_c1	1
1543	9bfe7d46-63a1-415c-8799-02463d8479b6	chr16	46382552	46400090	23812	0	23812	23812	False	54	merged_c1	1
1544	99d01785-5bde-4959-8194-eb2da96ac7c3	chr16	46382552	46396098	9154	0	9154	9154	False	60	merged_c1	1
1545	bca78c73-2c4b-4a56-a4dc-5ac2d2dc80f2	chr16	46382552	46404347	18849	0	18849	18849	False	60	merged_c1	1
1546	8586a23d-5c71-4d92-af00-ac67f6cc71c2	chr16	46382552	46401626	39320	0	32768	32768	False	58	merged_c1	1
1547	8586a23d-5c71-4d92-af00-ac67f6cc71c2	chr16	46382552	46401626	39320	6552	39320	32768	False	58	merged_c1	1
1548	8586a23d-5c71-4d92-af00-ac67f6cc71c2	chr16	46382552	46401626	39320	16384	39320	22936	False	58	merged_c1	1
1549	8586a23d-5c71-4d92-af00-ac67f6cc71c2	chr16	46382552	46401626	39320	32768	39320	6552	False	58	merged_c1	1
1550	da031b81-8093-45d5-8b1d-ddc0810c698d	chr16	46382552	46390899	28902	0	28902	28902	False	60	merged_c1	1
1551	5965618d-18fa-41c9-8889-e1fc6d30e089	chr16	46382552	46406020	28873	0	28873	28873	False	60	merged_c1	1
1552	f4464ffa-09c8-4677-9643-74e9bfe112e7	chr16	46382552	46397754	18253	0	18253	18253	False	34	merged_c1	1
1553	5bb1d4dd-0a5e-450f-a9ec-58e6e7f967d7	chr16	46382552	46401526	13969	0	13969	13969	False	60	merged_c1	1
1554	aa95d6c7-6d77-4128-b7ce-2a50e06f2047	chr16	46382552	46401626	47424	0	32768	32768	False	60	merged_c1	1
1555	aa95d6c7-6d77-4128-b7ce-2a50e06f2047	chr16	46382552	46401626	47424	14656	47424	32768	False	60	merged_c1	1
1556	aa95d6c7-6d77-4128-b7ce-2a50e06f2047	chr16	46382552	46401626	47424	16384	47424	31040	False	60	merged_c1	1
1557	aa95d6c7-6d77-4128-b7ce-2a50e06f2047	chr16	46382552	46401626	47424	32768	47424	14656	False	60	merged_c1	1
1558	44955fb7-8ca8-4331-99e7-040585fef727	chr16	46382552	46404425	15213	0	15213	15213	False	30	merged_c1	1
1559	a66b512b-4b6a-49f6-a34c-c98f023b426b	chr16	46382552	46401168	12974	0	12974	12974	False	60	merged_c1	1
1560	6f22a897-6fbd-443e-b5d1-d1171da7db62	chr16	46382552	46406109	17283	0	17283	17283	False	60	merged_c1	1
1561	c6d094ea-f800-4350-b2e7-5d4ae510913e	chr16	46382552	46402773	18979	0	18979	18979	False	60	merged_c1	1
1562	103118a4-d319-4641-aa6b-6e8ffe88848b	chr16	46382552	46399137	12504	0	12504	12504	False	60	merged_c1	1
1563	67db8dc6-731f-4da1-a07c-395d6825848a	chr16	46382552	46408559	25104	0	25104	25104	False	60	merged_c1	1
1564	fd2f01a8-ed1c-4e77-ab52-7cca7c9b3af2	chr16	46382552	46401565	14323	0	14323	14323	False	60	merged_c1	1
1565	ae0defe7-c20f-47f2-8f06-29796abdb702	chr16	46382552	46401626	27916	0	27916	27916	False	60	merged_c1	1
1566	6fbd945c-747a-430e-a9e5-9da85cd5ad37	chr16	46382552	46403769	23154	0	23154	23154	False	60	merged_c1	1
1567	f8a6dde9-dc23-484b-9394-9d7a51a51590	chr16	46382552	46405519	20748	0	20748	20748	False	60	merged_c1	1
1568	f5035c82-ee00-4371-a109-931e14c1587d	chr16	46382552	46406688	23443	0	23443	23443	False	60	merged_c1	1
1569	7c83b7ee-04a2-4867-a08b-017c84c077bb	chr16	46382552	46396214	13932	0	13932	13932	False	46	merged_c1	1
1570	6bce2ba4-e9fd-4e94-abf4-47f6a5ea3650	chr16	46382552	46405638	17967	0	17967	17967	False	60	merged_c1	1
1571	a474bdbd-e08d-4bcf-82da-462254def8b9	chr16	46382552	46399744	13930	0	13930	13930	False	60	merged_c1	1
1572	a7c7880b-e339-43e5-8fa5-8b1eff0ee490	chr16	46382552	46393155	10778	0	10778	10778	False	60	merged_c1	1
1573	7074fcae-83a5-404c-99ba-60e7ca42dbd4	chr16	46382552	46403610	18748	0	18748	18748	False	60	merged_c1	1
1574	be0736b1-6caa-4c70-af90-68b095e7e18e	chr16	46382552	46401626	32877	0	32768	32768	False	60	merged_c1	1
1575	be0736b1-6caa-4c70-af90-68b095e7e18e	chr16	46382552	46401626	32877	109	32877	32768	False	60	merged_c1	1
1576	be0736b1-6caa-4c70-af90-68b095e7e18e	chr16	46382552	46401626	32877	16384	32877	16493	False	60	merged_c1	1
1577	be0736b1-6caa-4c70-af90-68b095e7e18e	chr16	46382552	46401626	32877	32768	32877	109	False	60	merged_c1	1
1578	cdde1040-bbbd-4091-8368-bd82b49229f3	chr16	46382552	46395413	16161	0	16161	16161	False	60	merged_c1	1
1579	125854a6-8927-4ea3-953d-bda0594768e0	chr16	46382552	46401626	19825	0	19825	19825	False	60	merged_c1	1
1580	e2fd0d72-f2c9-496c-a21f-b8d8dda0866f	chr16	46382552	46404475	15385	0	15385	15385	False	42	merged_c1	1
1581	53a5ba04-f7f8-4a9d-89e8-e0d08228fc9d	chr16	46382552	46403685	18276	0	18276	18276	False	60	merged_c1	1
1582	6487bdda-cd5a-42ac-8219-0ff314785d04	chr16	46382552	46403806	19873	0	19873	19873	False	60	merged_c1	1
1583	95b185bb-ceec-4208-adbb-6b79ffe0646c	chr16	46382552	46401626	26480	0	26480	26480	False	56	merged_c1	1
1584	61dff1bf-5b28-42e6-94fd-d28d3d6fd838	chr16	46382552	46402084	16083	0	16083	16083	False	60	merged_c1	1
1585	b79f7b71-6d13-44c0-b4f2-8762c2e1ee61	chr16	46382552	46401626	45067	0	32768	32768	False	60	merged_c1	1
1586	b79f7b71-6d13-44c0-b4f2-8762c2e1ee61	chr16	46382552	46401626	45067	12299	45067	32768	False	60	merged_c1	1
1587	b79f7b71-6d13-44c0-b4f2-8762c2e1ee61	chr16	46382552	46401626	45067	16384	45067	28683	False	60	merged_c1	1
1588	b79f7b71-6d13-44c0-b4f2-8762c2e1ee61	chr16	46382552	46401626	45067	32768	45067	12299	False	60	merged_c1	1
1589	c22873d7-5d86-4253-aebe-9358ad5a208a	chr16	46382552	46406664	22015	0	22015	22015	False	60	merged_c1	1
1590	8c5568a7-74d1-45f7-ae3c-c2da50e37809	chr16	46382552	46401059	12658	0	12658	12658	False	60	merged_c1	1
1591	54d9cf5c-dd21-4326-80aa-7a81a1d22b5b	chr16	46382552	46400179	17663	0	17663	17663	False	28	merged_c1	1
1592	d3b79cfb-dc47-4d7e-9b3f-46dea10fc4e0	chr16	46382552	46403647	15404	0	15404	15404	False	60	merged_c1	1
1593	8d2dc684-6d47-4466-9cd2-5b8aa7ea6a22	chr16	46382552	46400770	14480	0	14480	14480	False	33	merged_c1	1
1594	a25e61d6-23e7-4272-94d8-f83f07ffb0c8	chr16	46382552	46401638	23489	0	23489	23489	False	60	merged_c1	1
1595	3b3edabc-c45b-4fc5-962d-5b4eaea14463	chr16	46382552	46401598	60262	0	32768	32768	False	60	merged_c1	1
1596	3b3edabc-c45b-4fc5-962d-5b4eaea14463	chr16	46382552	46401598	60262	16384	49152	32768	False	60	merged_c1	1
1597	3b3edabc-c45b-4fc5-962d-5b4eaea14463	chr16	46382552	46401598	60262	27494	60262	32768	False	60	merged_c1	1
1598	3b3edabc-c45b-4fc5-962d-5b4eaea14463	chr16	46382552	46401598	60262	32768	60262	27494	False	60	merged_c1	1
1599	3b3edabc-c45b-4fc5-962d-5b4eaea14463	chr16	46382552	46401598	60262	49152	60262	11110	False	60	merged_c1	1
1600	8c8197eb-b982-40e9-8c47-662a1a6b35b7	chr16	46382552	46392362	22916	0	22916	22916	False	60	merged_c1	1
1601	5e725f91-0f60-4ffa-808f-82fb72fa8351	chr16	46382552	46392277	11924	0	11924	11924	False	60	merged_c1	1
1602	f61676ee-13fb-4d1f-b38d-c1b60ec9fb57	chr16	46382552	46405614	20158	0	20158	20158	False	60	merged_c1	1
1603	29435a9e-4232-4a06-9251-fd1d9b7d0d7a	chr16	46382552	46402734	32837	0	32768	32768	False	60	merged_c1	1
1604	29435a9e-4232-4a06-9251-fd1d9b7d0d7a	chr16	46382552	46402734	32837	69	32837	32768	False	60	merged_c1	1
1605	29435a9e-4232-4a06-9251-fd1d9b7d0d7a	chr16	46382552	46402734	32837	16384	32837	16453	False	60	merged_c1	1
1606	29435a9e-4232-4a06-9251-fd1d9b7d0d7a	chr16	46382552	46402734	32837	32768	32837	69	False	60	merged_c1	1
1607	5542248e-7273-48d0-8a06-8547658589f5	chr16	46382552	46404439	16791	0	16791	16791	False	42	merged_c1	1
1608	8101c5f2-e8c3-4264-93d7-fbdf84884c05	chr16	46382552	46401626	25689	0	25689	25689	False	60	merged_c1	1
1609	00b1c40e-a078-4598-b7a4-6f69104cd00c	chr16	46382552	46404978	16842	0	16842	16842	False	60	merged_c1	1
1610	7e897fe9-1e60-47a8-8714-74e9bf602d3f	chr16	46382552	46396570	14046	0	14046	14046	False	60	merged_c1	1
1611	1f5c5a52-dd12-4044-96f2-3926508d7959	chr16	46382552	46403473	15499	0	15499	15499	False	60	merged_c1	1
1612	5683b72f-19d1-4e1c-8d09-c0b51bb28a7f	chr16	46382552	46400339	14558	0	14558	14558	False	60	merged_c1	1
1613	ec11be08-1559-41b8-acab-1a74142b32ef	chr16	46382552	46399319	17146	0	17146	17146	False	60	merged_c1	1
1614	40c3e6bb-9123-4f2d-8571-d5d912f91098	chr16	46382552	46401626	27457	0	27457	27457	False	60	merged_c1	1
1615	7c7d73ff-be6f-45d9-ab9a-0f1176254d7d	chr16	46382552	46400990	12911	0	12911	12911	False	60	merged_c1	1
1616	9efd7161-b88a-4e5e-bb88-f00cd608173d	chr16	46382552	46405376	17471	0	17471	17471	False	60	merged_c1	1
1617	1f0b3da5-e8e3-4822-99a8-ec1f1f70f36d	chr16	46382552	46405155	19664	0	19664	19664	False	60	merged_c1	1
1618	06636829-639b-4820-8492-df24b10ef82a	chr16	46382552	46401953	13754	0	13754	13754	False	60	merged_c1	1
1619	83f62da6-17e4-4466-9d62-e0340e1d1735	chr16	46382552	46401603	25693	0	25693	25693	False	60	merged_c1	1
1620	cf89a04b-56a4-4402-ad81-7975b1e32925	chr16	46382552	46401638	56970	0	32768	32768	False	60	merged_c1	1
1621	cf89a04b-56a4-4402-ad81-7975b1e32925	chr16	46382552	46401638	56970	16384	49152	32768	False	60	merged_c1	1
1622	cf89a04b-56a4-4402-ad81-7975b1e32925	chr16	46382552	46401638	56970	24202	56970	32768	False	60	merged_c1	1
1623	cf89a04b-56a4-4402-ad81-7975b1e32925	chr16	46382552	46401638	56970	32768	56970	24202	False	60	merged_c1	1
1624	cf89a04b-56a4-4402-ad81-7975b1e32925	chr16	46382552	46401638	56970	49152	56970	7818	False	60	merged_c1	1
1625	c03972c9-6910-49de-b3d7-8a5f7d054ac2	chr16	46382552	46388367	7029	0	7029	7029	False	57	merged_c1	1
1626	75fb6a6a-8d52-425f-bfb3-ac67a7e27822	chr16	46382552	46395235	12717	0	12717	12717	False	47	merged_c1	1
1627	94ec686a-e7f7-452e-9bd5-b1f819260d5a	chr16	46382552	46401626	30225	0	30225	30225	False	54	merged_c1	1
1628	aef60e61-09a7-4a48-bbc7-7ee525b61a68	chr16	46382552	46399888	12865	0	12865	12865	False	48	merged_c1	1
1629	4c409821-1209-4418-ad88-03e6bcc46d6f	chr16	46382552	46402386	23478	0	23478	23478	False	60	merged_c1	1
1630	b708546c-e33d-4fb1-b47d-7c0021e30b29	chr16	46382552	46401626	21854	0	21854	21854	False	60	merged_c1	1
1631	343d53a9-7624-46d8-9afb-8c9f688f2686	chr16	46382552	46401626	23434	0	23434	23434	False	60	merged_c1	1
1632	b92ceba8-33d0-47ad-a1e7-ebaf30b4e60c	chr16	46382552	46401626	22092	0	22092	22092	False	48	merged_c1	1
1633	75c128ee-c151-4574-a3b2-15532b76c3d6	chr16	46382552	46399666	23128	0	23128	23128	False	34	merged_c1	1
1634	483aa68b-86a7-4a81-830c-d676ade7dda8	chr16	46382552	46401626	21245	0	21245	21245	False	60	merged_c1	1
1635	0edfada6-164c-4423-bf93-1411cd4f5041	chr16	46382552	46401232	12031	0	12031	12031	False	49	merged_c1	1
1636	db72725c-8e5b-4939-bda2-79224035c661	chr16	46382552	46393605	10173	0	10173	10173	False	60	merged_c1	1
1637	39a8e162-2838-429f-a6b8-86d6f96cbd61	chr16	46382552	46392419	22019	0	22019	22019	False	60	merged_c1	1
1638	e51fd7e0-0a6c-43d2-a695-3d84a3367b34	chr16	46382552	46403762	18660	0	18660	18660	False	60	merged_c1	1
1639	fdf95023-8573-4127-b59e-d547173e1b8f	chr16	46382552	46401638	24422	0	24422	24422	False	23	merged_c1	1
1640	a5b6106d-5b74-44e8-a13f-6c67b8fbb1b5	chr16	46382552	46401626	54715	0	32768	32768	False	60	merged_c1	1
1641	a5b6106d-5b74-44e8-a13f-6c67b8fbb1b5	chr16	46382552	46401626	54715	16384	49152	32768	False	60	merged_c1	1
1642	a5b6106d-5b74-44e8-a13f-6c67b8fbb1b5	chr16	46382552	46401626	54715	21947	54715	32768	False	60	merged_c1	1
1643	a5b6106d-5b74-44e8-a13f-6c67b8fbb1b5	chr16	46382552	46401626	54715	32768	54715	21947	False	60	merged_c1	1
1644	a5b6106d-5b74-44e8-a13f-6c67b8fbb1b5	chr16	46382552	46401626	54715	49152	54715	5563	False	60	merged_c1	1
1645	08f7da2d-f6f5-439a-a79b-a70fd3820266	chr16	46382552	46399134	12404	0	12404	12404	False	60	merged_c1	1
1646	b36cb928-a598-416a-a654-17c4f2a9f7d7	chr16	46382552	46395109	14354	0	14354	14354	False	60	merged_c1	1
1647	c2ffed4e-309a-4e45-9dff-f95b9e1031aa	chr16	46382552	46401454	15362	0	15362	15362	False	42	merged_c1	1
1648	1f37beec-f54a-4956-927f-9630e0c59e19	chr16	46382552	46401626	25281	0	25281	25281	False	60	merged_c1	1
1649	47bf28da-7fc2-495f-91b3-dfcfebb5ef74	chr16	46382552	46402905	17217	0	17217	17217	False	28	merged_c1	1
1650	281aa2fd-26ec-45e2-82de-0bd8cdfd1dbb	chr16	46382552	46401328	22815	0	22815	22815	False	60	merged_c1	1
1651	8a0bbf2a-60aa-4ceb-a9b6-34c3968d51d0	chr16	46382552	46400395	15565	0	15565	15565	False	44	merged_c1	1
1652	4e59d31c-1530-477b-9cee-de2683e70e7f	chr16	46382552	46401626	23573	0	23573	23573	False	60	merged_c1	1
1653	18f13817-030a-42a0-95fd-d6f883d91231	chr16	46382552	46401626	22289	0	22289	22289	False	60	merged_c1	1
1654	308b6e99-6fed-40c6-8b8a-0cd7ef487647	chr16	46382552	46402985	18771	0	18771	18771	False	60	merged_c1	1
1655	1b1a8b5d-8882-422b-80e4-8da8287e5132	chr16	46382552	46406763	19194	0	19194	19194	False	60	merged_c1	1
1656	ebcc30f8-9219-4726-ba83-0d71ca001655	chr16	46382552	46394188	12452	0	12452	12452	False	60	merged_c1	1
1657	d813cf69-797a-45ca-98c9-656e7459ad21	chr16	46382552	46394542	15392	0	15392	15392	False	60	merged_c1	1
1658	a8cdd6f8-0052-41cf-8147-ad0d96840049	chr16	46382552	46401593	29428	0	29428	29428	False	60	merged_c1	1
1659	c82ecdbb-9b8b-4e2d-882d-482aa5416589	chr16	46382552	46401470	16546	0	16546	16546	False	60	merged_c1	1
1660	50ea9efb-652f-418e-a357-ead4fcecc062	chr16	46382552	46404176	15510	0	15510	15510	False	60	merged_c1	1
1661	2d0578c5-25f4-47c5-8634-860881176a3e	chr16	46382552	46400395	12075	0	12075	12075	False	55	merged_c1	1
1662	d503a148-ef48-4616-99cd-bf88ff13fdb4	chr16	46382552	46403830	16278	0	16278	16278	False	60	merged_c1	1
1663	6ecbd9a8-9524-4619-a78d-592c17c219d3	chr16	46382552	46400058	12588	0	12588	12588	False	35	merged_c1	1
1664	48b1a3ad-bb61-4dba-939f-ec0ba9b6d3b5	chr16	46382552	46394066	13238	0	13238	13238	False	60	merged_c1	1
1665	ef314d8b-442f-41fa-a4be-5304ed5c19dc	chr16	46382552	46392492	28371	0	28371	28371	False	60	merged_c1	1
1666	b698b30e-8d47-4a0a-ac69-0044f608ba03	chr16	46382552	46401348	15358	0	15358	15358	False	39	merged_c1	1
1667	ef6cfb4c-8e9e-40b3-8404-24e45425f965	chr16	46382552	46401626	34648	0	32768	32768	False	60	merged_c1	1
1668	ef6cfb4c-8e9e-40b3-8404-24e45425f965	chr16	46382552	46401626	34648	1880	34648	32768	False	60	merged_c1	1
1669	ef6cfb4c-8e9e-40b3-8404-24e45425f965	chr16	46382552	46401626	34648	16384	34648	18264	False	60	merged_c1	1
1670	ef6cfb4c-8e9e-40b3-8404-24e45425f965	chr16	46382552	46401626	34648	32768	34648	1880	False	60	merged_c1	1
1671	9589922c-fd51-4b8a-87fd-4e25b0e2638a	chr16	46382552	46390723	7496	0	7496	7496	False	32	merged_c1	1
1672	a0e27290-19ae-471f-9e13-c3bceea77b60	chr16	46382552	46401626	42533	0	32768	32768	False	60	merged_c1	1
1673	a0e27290-19ae-471f-9e13-c3bceea77b60	chr16	46382552	46401626	42533	9765	42533	32768	False	60	merged_c1	1
1674	a0e27290-19ae-471f-9e13-c3bceea77b60	chr16	46382552	46401626	42533	16384	42533	26149	False	60	merged_c1	1
1675	a0e27290-19ae-471f-9e13-c3bceea77b60	chr16	46382552	46401626	42533	32768	42533	9765	False	60	merged_c1	1
1676	4b2fccb9-d2fb-4e13-893d-dbd05029acf9	chr16	46382552	46391098	9436	0	9436	9436	False	60	merged_c1	1
1677	df966863-910a-459c-8a5b-b9e645b02554	chr16	46382552	46407179	23134	0	23134	23134	False	49	merged_c1	1
1678	6f297a30-cbcf-4e9c-9f65-7eeb79090e6a	chr16	46382552	46401933	18450	0	18450	18450	False	60	merged_c1	1
1679	1eeb166a-b40d-42d5-a7ab-a97d7c754f0b	chr16	46382552	46403914	18650	0	18650	18650	False	60	merged_c1	1
1680	d8640ebd-8b3f-4632-8ffa-d98ce245a507	chr16	46382552	46395438	13643	0	13643	13643	False	57	merged_c1	1
1681	8a03bae7-0ea2-4801-bf9c-912f52dd7c8c	chr16	46382552	46403471	29012	0	29012	29012	False	60	merged_c1	1
1682	50d68bf6-6e70-4bae-95cd-af9a03b51ebf	chr16	46382552	46401626	33048	0	32768	32768	False	60	merged_c1	1
1683	50d68bf6-6e70-4bae-95cd-af9a03b51ebf	chr16	46382552	46401626	33048	280	33048	32768	False	60	merged_c1	1
1684	50d68bf6-6e70-4bae-95cd-af9a03b51ebf	chr16	46382552	46401626	33048	16384	33048	16664	False	60	merged_c1	1
1685	50d68bf6-6e70-4bae-95cd-af9a03b51ebf	chr16	46382552	46401626	33048	32768	33048	280	False	60	merged_c1	1
1686	8b5d58e5-5dbe-4988-81f9-5f310402a192	chr16	46382552	46400974	12216	0	12216	12216	False	50	merged_c1	1
1687	19a7fb4f-902b-4c38-bfc6-b8217edbf816	chr16	46382552	46409449	24062	0	24062	24062	False	60	merged_c1	1
1688	73b54c0c-179a-4613-96ca-c73045a3594c	chr16	46382552	46405253	17939	0	17939	17939	False	60	merged_c1	1
1689	14124783-4153-4362-8fc0-4abfe626cf72	chr16	46382552	46404589	18990	0	18990	18990	False	60	merged_c1	1
1690	aa7bc11e-20a9-48a7-8ba9-d1aec0efe63e	chr16	46382552	46394523	41706	0	32768	32768	False	60	merged_c1	1
1691	aa7bc11e-20a9-48a7-8ba9-d1aec0efe63e	chr16	46382552	46394523	41706	8938	41706	32768	False	60	merged_c1	1
1692	aa7bc11e-20a9-48a7-8ba9-d1aec0efe63e	chr16	46382552	46394523	41706	16384	41706	25322	False	60	merged_c1	1
1693	aa7bc11e-20a9-48a7-8ba9-d1aec0efe63e	chr16	46382552	46394523	41706	32768	41706	8938	False	60	merged_c1	1
1694	db0816fd-be30-4684-81cf-e68cd53f9e69	chr16	46382552	46405895	18078	0	18078	18078	False	60	merged_c1	1
1695	ab5f6e94-44a8-4987-89ff-bbffd342dea4	chr16	46382552	46395482	11366	0	11366	11366	False	48	merged_c1	1
1696	7dc96253-bc08-488b-a27e-380140792ef1	chr16	46382552	46391126	11713	0	11713	11713	False	22	merged_c1	1
1697	caf419b6-2a98-48d5-bb17-13bc84508dc5	chr16	46382552	46403847	17971	0	17971	17971	False	23	merged_c1	1
1698	3b4201c6-ffea-4320-9aff-1ed3ba2cb26e	chr16	46382552	46401626	31956	0	31956	31956	False	60	merged_c1	1
1699	afd420e9-8e69-4fd3-a5e7-9cc1fc30068f	chr16	46382552	46401626	21923	0	21923	21923	False	60	merged_c1	1
1700	caadf40d-96d0-4816-bd15-b9d8e4f115cb	chr16	46382552	46393106	11404	0	11404	11404	False	26	merged_c1	1
1701	3a6822c7-0209-4b9f-ab8d-388b80b4c1e7	chr16	46382552	46401603	46489	0	32768	32768	False	60	merged_c1	1
1702	3a6822c7-0209-4b9f-ab8d-388b80b4c1e7	chr16	46382552	46401603	46489	13721	46489	32768	False	60	merged_c1	1
1703	3a6822c7-0209-4b9f-ab8d-388b80b4c1e7	chr16	46382552	46401603	46489	16384	46489	30105	False	60	merged_c1	1
1704	3a6822c7-0209-4b9f-ab8d-388b80b4c1e7	chr16	46382552	46401603	46489	32768	46489	13721	False	60	merged_c1	1
1705	d64a16c9-4960-4519-aee1-6f885dd6741d	chr16	46382552	46401306	13433	0	13433	13433	False	60	merged_c1	1
1706	6c6ac9c9-cad8-4cb0-87f8-47b39324084b	chr16	46382552	46405142	16840	0	16840	16840	False	60	merged_c1	1
1707	66c2ea1c-6006-48be-9717-d23bfb76f581	chr16	46382552	46401626	25296	0	25296	25296	False	38	merged_c1	1
1708	6d96dffc-0c2a-43c2-9690-f6ebf9861052	chr16	46382552	46390726	9692	0	9692	9692	False	51	merged_c1	1
1709	a7ee3ece-d71c-4e82-9058-d4b3dca10798	chr16	46382552	46392813	13073	0	13073	13073	False	60	merged_c1	1
1710	0aa0c002-dc74-45ef-aa92-0d854f9d08aa	chr16	46382552	46403774	15590	0	15590	15590	False	60	merged_c1	1
1711	8fc460ae-9b5f-4aa4-994b-f377691f8066	chr16	46382552	46401626	40558	0	32768	32768	False	60	merged_c1	1
